ko	pathway_id	pathway_name
K00847	path:map00051;path:ko00051;path:map00500;path:ko00500;path:map00520;path:ko00520;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01250;path:ko01250	Fructose and mannose metabolism;Fructose and mannose metabolism;Starch and sucrose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of nucleotide sugars;Biosynthesis of nucleotide sugars
K10440	path:map02010;path:ko02010	ABC transporters;ABC transporters
K17215	path:map02010;path:ko02010	ABC transporters;ABC transporters
K08313		
K25656		
K06876		
K06183		
K20712	path:map00627;path:ko00627;path:map01120;path:ko01120	Aminobenzoate degradation;Aminobenzoate degradation;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K07708	path:map02020;path:ko02020	Two-component system;Two-component system
K07712	path:map02020;path:ko02020	Two-component system;Two-component system
K01142	path:map03410;path:ko03410	Base excision repair;Base excision repair
K00560	path:map00240;path:ko00240;path:map00670;path:ko00670;path:map01100;path:ko01100;path:map01232;path:ko01232;path:map01523;path:ko01523	Pyrimidine metabolism;Pyrimidine metabolism;One carbon pool by folate;One carbon pool by folate;Metabolic pathways;Metabolic pathways;Nucleotide metabolism;Nucleotide metabolism;Antifolate resistance;Antifolate resistance
K01740	path:map00270;path:ko00270;path:map01100;path:ko01100	Cysteine and methionine metabolism;Cysteine and methionine metabolism;Metabolic pathways;Metabolic pathways
K01736	path:map00400;path:ko00400;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01230;path:ko01230	Phenylalanine, tyrosine and tryptophan biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of amino acids
K05820		
K07300		
K01752	path:map00260;path:ko00260;path:map00270;path:ko00270;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01200;path:ko01200;path:map01230;path:ko01230	Glycine, serine and threonine metabolism;Glycine, serine and threonine metabolism;Cysteine and methionine metabolism;Cysteine and methionine metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Carbon metabolism;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids
K00285	path:map00360;path:ko00360;path:map00470;path:ko00470;path:map01100;path:ko01100	Phenylalanine metabolism;Phenylalanine metabolism;D-Amino acid metabolism;D-Amino acid metabolism;Metabolic pathways;Metabolic pathways
K00281	path:map00260;path:ko00260;path:map00630;path:ko00630;path:map00785;path:ko00785;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01200;path:ko01200	Glycine, serine and threonine metabolism;Glycine, serine and threonine metabolism;Glyoxylate and dicarboxylate metabolism;Glyoxylate and dicarboxylate metabolism;Lipoic acid metabolism;Lipoic acid metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Carbon metabolism;Carbon metabolism
K02437	path:map00260;path:ko00260;path:map00630;path:ko00630;path:map00785;path:ko00785;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01200;path:ko01200	Glycine, serine and threonine metabolism;Glycine, serine and threonine metabolism;Glyoxylate and dicarboxylate metabolism;Glyoxylate and dicarboxylate metabolism;Lipoic acid metabolism;Lipoic acid metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Carbon metabolism;Carbon metabolism
K00605	path:map00260;path:ko00260;path:map00630;path:ko00630;path:map00670;path:ko00670;path:map00785;path:ko00785;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01200;path:ko01200	Glycine, serine and threonine metabolism;Glycine, serine and threonine metabolism;Glyoxylate and dicarboxylate metabolism;Glyoxylate and dicarboxylate metabolism;One carbon pool by folate;One carbon pool by folate;Lipoic acid metabolism;Lipoic acid metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Carbon metabolism;Carbon metabolism
K00311		
K14441		
K12573	path:map03018;path:ko03018	RNA degradation;RNA degradation
K23997		
K02967	path:map03010;path:ko03010	Ribosome;Ribosome
K02357		
K09903	path:map00240;path:ko00240;path:map01100;path:ko01100;path:map01232;path:ko01232;path:map01240;path:ko01240	Pyrimidine metabolism;Pyrimidine metabolism;Metabolic pathways;Metabolic pathways;Nucleotide metabolism;Nucleotide metabolism;Biosynthesis of cofactors;Biosynthesis of cofactors
K02838		
K00806	path:map00550;path:ko00550;path:map00900;path:ko00900;path:map01110;path:ko01110	Peptidoglycan biosynthesis;Peptidoglycan biosynthesis;Terpenoid backbone biosynthesis;Terpenoid backbone biosynthesis;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K11749	path:map04112;path:ko04112	Cell cycle - Caulobacter;Cell cycle - Caulobacter
K07277	path:map04137;path:ko04137	Mitophagy - animal;Mitophagy - animal
K06142		
K02536	path:map00540;path:ko00540;path:map01100;path:ko01100	Lipopolysaccharide biosynthesis;Lipopolysaccharide biosynthesis;Metabolic pathways;Metabolic pathways
K02372	path:map00061;path:ko00061;path:map00780;path:ko00780;path:map01100;path:ko01100;path:map01212;path:ko01212;path:map01240;path:ko01240	Fatty acid biosynthesis;Fatty acid biosynthesis;Biotin metabolism;Biotin metabolism;Metabolic pathways;Metabolic pathways;Fatty acid metabolism;Fatty acid metabolism;Biosynthesis of cofactors;Biosynthesis of cofactors
K00677	path:map00540;path:ko00540;path:map01100;path:ko01100;path:map01503;path:ko01503	Lipopolysaccharide biosynthesis;Lipopolysaccharide biosynthesis;Metabolic pathways;Metabolic pathways;Cationic antimicrobial peptide (CAMP) resistance;Cationic antimicrobial peptide (CAMP) resistance
K03437		
K01956	path:map00240;path:ko00240;path:map00250;path:ko00250;path:map01100;path:ko01100;path:map01240;path:ko01240	Pyrimidine metabolism;Pyrimidine metabolism;Alanine, aspartate and glutamate metabolism;Alanine, aspartate and glutamate metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of cofactors;Biosynthesis of cofactors
K01955	path:map00240;path:ko00240;path:map00250;path:ko00250;path:map01100;path:ko01100;path:map01240;path:ko01240	Pyrimidine metabolism;Pyrimidine metabolism;Alanine, aspartate and glutamate metabolism;Alanine, aspartate and glutamate metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of cofactors;Biosynthesis of cofactors
K03624		
K02427		
K03798		
K00796	path:map00790;path:ko00790;path:map01100;path:ko01100;path:map01240;path:ko01240	Folate biosynthesis;Folate biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of cofactors;Biosynthesis of cofactors
K03431	path:map00520;path:ko00520;path:map01100;path:ko01100;path:map01250;path:ko01250	Amino sugar and nucleotide sugar metabolism;Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of nucleotide sugars;Biosynthesis of nucleotide sugars
K00937	path:map00190;path:ko00190;path:map03018;path:ko03018	Oxidative phosphorylation;Oxidative phosphorylation;RNA degradation;RNA degradation
K08296		
K01524	path:map00230;path:ko00230;path:map01100;path:ko01100	Purine metabolism;Purine metabolism;Metabolic pathways;Metabolic pathways
K02040	path:map02010;path:ko02010;path:map02020;path:ko02020;path:map05152;path:ko05152	ABC transporters;ABC transporters;Two-component system;Two-component system;Tuberculosis;Tuberculosis
K02037	path:map02010;path:ko02010	ABC transporters;ABC transporters
K02038	path:map02010;path:ko02010	ABC transporters;ABC transporters
K02036	path:map02010;path:ko02010	ABC transporters;ABC transporters
K02039		
K07657	path:map02020;path:ko02020	Two-component system;Two-component system
K07636	path:map02020;path:ko02020	Two-component system;Two-component system
K03628	path:map03018;path:ko03018	RNA degradation;RNA degradation
K03671	path:map04621;path:ko04621;path:map05012;path:ko05012;path:map05132;path:ko05132;path:map05418;path:ko05418	NOD-like receptor signaling pathway;NOD-like receptor signaling pathway;Parkinson disease;Parkinson disease;Salmonella infection;Salmonella infection;Fluid shear stress and atherosclerosis;Fluid shear stress and atherosclerosis
K16898		
K02343	path:map03030;path:ko03030;path:map03430;path:ko03430;path:map03440;path:ko03440	DNA replication;DNA replication;Mismatch repair;Mismatch repair;Homologous recombination;Homologous recombination
K09747		
K06187	path:map03440;path:ko03440	Homologous recombination;Homologous recombination
K08307		
K01069	path:map00620;path:ko00620;path:map01100;path:ko01100	Pyruvate metabolism;Pyruvate metabolism;Metabolic pathways;Metabolic pathways
K20975	path:map02020;path:ko02020;path:map02025;path:ko02025	Two-component system;Two-component system;Biofilm formation - Pseudomonas aeruginosa;Biofilm formation - Pseudomonas aeruginosa
K00407	path:map00190;path:ko00190;path:map01100;path:ko01100;path:map02020;path:ko02020	Oxidative phosphorylation;Oxidative phosphorylation;Metabolic pathways;Metabolic pathways;Two-component system;Two-component system
K11752	path:map00740;path:ko00740;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01240;path:ko01240;path:map02024;path:ko02024	Riboflavin metabolism;Riboflavin metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of cofactors;Quorum sensing;Quorum sensing
K14998		
K11441	path:map00030;path:ko00030;path:map01100;path:ko01100;path:map01120;path:ko01120	Pentose phosphate pathway;Pentose phosphate pathway;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K06180		
K03526	path:map00900;path:ko00900;path:map01100;path:ko01100;path:map01110;path:ko01110	Terpenoid backbone biosynthesis;Terpenoid backbone biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K10804	path:map01040;path:ko01040	Biosynthesis of unsaturated fatty acids;Biosynthesis of unsaturated fatty acids
K00018	path:map00260;path:ko00260;path:map00630;path:ko00630;path:map00680;path:ko00680;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200	Glycine, serine and threonine metabolism;Glycine, serine and threonine metabolism;Glyoxylate and dicarboxylate metabolism;Glyoxylate and dicarboxylate metabolism;Methane metabolism;Methane metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism
K10022	path:map02010;path:ko02010	ABC transporters;ABC transporters
K10441	path:map02010;path:ko02010	ABC transporters;ABC transporters
K00390	path:map00920;path:ko00920;path:map01100;path:ko01100;path:map01120;path:ko01120	Sulfur metabolism;Sulfur metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K03611		
K14287		
K13894	path:map02010;path:ko02010	ABC transporters;ABC transporters
K13895	path:map02010;path:ko02010	ABC transporters;ABC transporters
K06991		
K22132		
K06287	path:map00240;path:ko00240;path:map01100;path:ko01100;path:map01232;path:ko01232	Pyrimidine metabolism;Pyrimidine metabolism;Metabolic pathways;Metabolic pathways;Nucleotide metabolism;Nucleotide metabolism
K03723	path:map03420;path:ko03420	Nucleotide excision repair;Nucleotide excision repair
K10545	path:map02010;path:ko02010	ABC transporters;ABC transporters
K02232	path:map00860;path:ko00860;path:map01100;path:ko01100;path:map01240;path:ko01240	Porphyrin metabolism;Porphyrin metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of cofactors;Biosynthesis of cofactors
K02013		
K25034		
K00857	path:map00240;path:ko00240;path:map00983;path:ko00983;path:map01100;path:ko01100;path:map01232;path:ko01232	Pyrimidine metabolism;Pyrimidine metabolism;Drug metabolism - other enzymes;Drug metabolism - other enzymes;Metabolic pathways;Metabolic pathways;Nucleotide metabolism;Nucleotide metabolism
K04764		
K02916	path:map03010;path:ko03010	Ribosome;Ribosome
K09773		
K03601	path:map03430;path:ko03430	Mismatch repair;Mismatch repair
K02337	path:map03030;path:ko03030;path:map03430;path:ko03430;path:map03440;path:ko03440	DNA replication;DNA replication;Mismatch repair;Mismatch repair;Homologous recombination;Homologous recombination
K03439		
K09966		
K03980		
K22270	path:map00362;path:ko00362;path:map01120;path:ko01120	Benzoate degradation;Benzoate degradation;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K01937	path:map00240;path:ko00240;path:map01100;path:ko01100;path:map01232;path:ko01232;path:map01240;path:ko01240	Pyrimidine metabolism;Pyrimidine metabolism;Metabolic pathways;Metabolic pathways;Nucleotide metabolism;Nucleotide metabolism;Biosynthesis of cofactors;Biosynthesis of cofactors
K18979		
K00343	path:map00190;path:ko00190;path:map01100;path:ko01100	Oxidative phosphorylation;Oxidative phosphorylation;Metabolic pathways;Metabolic pathways
K15578	path:map00910;path:ko00910;path:map02010;path:ko02010	Nitrogen metabolism;Nitrogen metabolism;ABC transporters;ABC transporters
K00372	path:map00910;path:ko00910;path:map01100;path:ko01100;path:map01120;path:ko01120	Nitrogen metabolism;Nitrogen metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K22468	path:map00190;path:ko00190;path:map03018;path:ko03018	Oxidative phosphorylation;Oxidative phosphorylation;RNA degradation;RNA degradation
K00275	path:map00750;path:ko00750;path:map01100;path:ko01100;path:map01120;path:ko01120;path:map01240;path:ko01240	Vitamin B6 metabolism;Vitamin B6 metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Biosynthesis of cofactors
K02075		
K06163	path:map00440;path:ko00440;path:map01100;path:ko01100	Phosphonate and phosphinate metabolism;Phosphonate and phosphinate metabolism;Metabolic pathways;Metabolic pathways
K02527	path:map00540;path:ko00540;path:map01100;path:ko01100	Lipopolysaccharide biosynthesis;Lipopolysaccharide biosynthesis;Metabolic pathways;Metabolic pathways
K15778	path:map00010;path:ko00010;path:map00030;path:ko00030;path:map00051;path:ko00051;path:map00052;path:ko00052;path:map00230;path:ko00230;path:map00500;path:ko00500;path:map00520;path:ko00520;path:map00521;path:ko00521;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01250;path:ko01250	Glycolysis / Gluconeogenesis;Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Pentose phosphate pathway;Fructose and mannose metabolism;Fructose and mannose metabolism;Galactose metabolism;Galactose metabolism;Purine metabolism;Purine metabolism;Starch and sucrose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Amino sugar and nucleotide sugar metabolism;Streptomycin biosynthesis;Streptomycin biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Biosynthesis of nucleotide sugars;Biosynthesis of nucleotide sugars
